sp,support,plant.list.accepted
Phoebe kwangsiensis,F,TRUE
Phoebe laevis,F,FALSE
Phoebe legendrei,F,TRUE
Phoebe lichuanensis,F,TRUE
Phoebe ligustrina,F,TRUE
Phoebe macrocarpa,F,TRUE
Phoebe macrophylla,F,TRUE
Phoebe megacalyx,F,TRUE
Phoebe mollis,F,TRUE
Phoebe motuonan,F,TRUE
Phoebe neurantha,F,TRUE
Phoebe neuranthoides,F,TRUE
Phoebe nigrifolia,F,TRUE
Phoebe palghatensis,F,FALSE
Phoebe paniculata,F,TRUE
Phoebe pubescens,F,TRUE
Phoebe puwenensis,F,TRUE
Phoebe riedelii,F,TRUE
Phoebe rufescens,F,TRUE
Phoebe sheareri,F,TRUE
Phoebe sterculioides,F,TRUE
Phoebe tavoyana,F,TRUE
Phoebe tetragona,F,TRUE
Phoebe trinervis,F,TRUE
Phoebe wightii,F,FALSE
Phoebe yaiensis,F,TRUE
Phoebe yunnanensis,F,TRUE
Phoebe zhennan,F,TRUE
Phoenicophorium borsigianum,F,TRUE
Phoenix andamanensis,F,TRUE
Phoenix atlantica,F,TRUE
Phoenix caespitosa,F,TRUE
Phoenix canariensis,F,TRUE
Phoenix dactylifera,F,TRUE
Phoenix loureiroi,F,TRUE
Phoenix paludosa,F,TRUE
Phoenix pusilla,F,TRUE
Phoenix reclinata,F,TRUE
Phoenix roebelenii,F,TRUE
Phoenix rupicola,F,TRUE
Phoenix sylvestris,F,TRUE
Phoenix theophrasti,F,TRUE
Pholidocarpus ihur,F,TRUE
Pholidocarpus kingianus,F,TRUE
Pholidocarpus macrocarpus,F,TRUE
Pholidocarpus majadum,F,TRUE
Pholidocarpus mucronatus,F,TRUE
Pholidocarpus sumatranus,F,TRUE
Pholidostachys dactyloides,F,TRUE
Pholidostachys kalbreyeri,F,TRUE
Pholidostachys pulchra,F,TRUE
Pholidostachys synanthera,F,TRUE
Pholidota advena,E,TRUE
Pholidota aidiolepis,E,TRUE
Pholidota articulata,E,TRUE
Pholidota camelostalix,E,TRUE
Pholidota carnea,E,TRUE
Pholidota chinensis,E,TRUE
Pholidota convallariae,E,TRUE
Pholidota corniculata,E,TRUE
Pholidota cyclopetala,E,TRUE
Pholidota gibbosa,E,TRUE
Pholidota globosa,E,TRUE
Pholidota guibertiae,E,TRUE
Pholidota imbricata,E,TRUE
Pholidota katakiana,E,TRUE
Pholidota leveilleana,E,TRUE
Pholidota longibulba,E,TRUE
Pholidota longilabra,E,TRUE
Pholidota mediocris,E,TRUE
Pholidota missionariorum,E,TRUE
Pholidota nervosa,E,TRUE
Pholidota niana,E,TRUE
Pholidota pachyglossa,E,TRUE
Pholidota pallida,E,TRUE
Pholidota pectinata,E,TRUE
Pholidota pholas,E,TRUE
Pholidota protracta,E,TRUE
Pholidota pygmaea,E,TRUE
Pholidota pyrranthela,E,TRUE
Pholidota recurva,E,TRUE
Pholidota roseans,E,TRUE
Pholidota rubra,E,TRUE
Pholidota schweinfurthiana,E,TRUE
Pholidota wattii,E,TRUE
Pholidota yunnanensis,E,TRUE
Pholisma arenarium,P,TRUE
Pholisma culiacanum,P,TRUE
Pholisma sonorae,P,TRUE
Pholistoma auritum,C,TRUE
Phoradendron acinacifolium,P,TRUE
Phoradendron acuminatum,P,TRUE
Phoradendron acutifolium,P,TRUE
Phoradendron aequatoris,P,TRUE
Phoradendron affine,P,TRUE
Phoradendron agostinorum,P,TRUE
Phoradendron aguilarii,P,TRUE
Phoradendron albert-smithii,P,TRUE
Phoradendron anamariae,P,TRUE
Phoradendron anceps,P,TRUE
Phoradendron andersonii,P,TRUE
Phoradendron angustifolium,P,TRUE
Phoradendron annulatum,P,TRUE
Phoradendron antioquianum,P,TRUE
Phoradendron apertiflorum,P,TRUE
Phoradendron aphyllum,P,TRUE
Phoradendron apiciflorum,P,TRUE
Phoradendron applanatum,P,TRUE
Phoradendron apurense,P,TRUE
Phoradendron argentinum,P,TRUE
Phoradendron aulestianum,P,TRUE
Phoradendron aurantiacum,P,TRUE
Phoradendron bahiense,P,TRUE
Phoradendron balslevii,P,TRUE
Phoradendron berryi,P,TRUE
Phoradendron berteroanum,P,TRUE
Phoradendron betancurii,P,TRUE
Phoradendron bicarinatum,P,TRUE
Phoradendron bilineatum,P,TRUE
Phoradendron boacoi,P,TRUE
Phoradendron bolleanum,P,TRUE
Phoradendron botryoides,P,TRUE
Phoradendron brachystachyum,P,TRUE
Phoradendron breedlovei,P,TRUE
Phoradendron brevifolium,P,TRUE
Phoradendron brittonianum,P,TRUE
Phoradendron buchtienii,P,TRUE
Phoradendron burgeri,P,TRUE
Phoradendron buritacanum,P,TRUE
Phoradendron caesalpiniae,P,TRUE
Phoradendron californicum,P,TRUE
Phoradendron campbellii,P,TRUE
Phoradendron canzacotoi,P,TRUE
Phoradendron capitellatum,P,TRUE
Phoradendron caracasanum,P,TRUE
Phoradendron caracheanum,P,TRUE
Phoradendron caripense,P,TRUE
Phoradendron carneum,P,TRUE
Phoradendron carnosum,P,TRUE
Phoradendron cerinocarpum,P,TRUE
Phoradendron chrysocladon,P,TRUE
Phoradendron colipense,P,TRUE
Phoradendron colombianum,P,TRUE
Phoradendron coloradense,P,TRUE
Phoradendron congestum,P,TRUE
Phoradendron coriaceum,P,TRUE
Phoradendron coryae,P,TRUE
Phoradendron craspedophyllum,P,TRUE
Phoradendron crassicarpum,P,TRUE
Phoradendron crassifolium,P,TRUE
Phoradendron cuneifolium,P,TRUE
Phoradendron cymosum,P,TRUE
Phoradendron decipiens,P,TRUE
Phoradendron decrescens,P,TRUE
Phoradendron dichotomum,P,FALSE
Phoradendron dimerostachys,P,TRUE
Phoradendron diminutivum,P,TRUE
Phoradendron dipterum,P,TRUE
Phoradendron dolichocarpum,P,TRUE
Phoradendron duidanum,P,TRUE
Phoradendron dwyeri,P,TRUE
Phoradendron eatonii,P,TRUE
Phoradendron eggersii,P,TRUE
Phoradendron enckeifohum,P,TRUE
Phoradendron englerianum,P,TRUE
Phoradendron ensifolium,P,TRUE
Phoradendron ernstianum,P,TRUE
Phoradendron exiguum,P,TRUE
Phoradendron falcatum,P,TRUE
Phoradendron falciferum,P,TRUE
Phoradendron falcifrons,P,TRUE
Phoradendron falconense,P,TRUE
Phoradendron fallax,P,TRUE
Phoradendron fasciculatum,P,TRUE
Phoradendron filispicum,P,TRUE
Phoradendron fonsecanum,P,TRUE
Phoradendron forestierae,P,TRUE
Phoradendron fosteri,P,TRUE
Phoradendron fragile,P,TRUE
Phoradendron galeanum,P,TRUE
Phoradendron galeottii,P,TRUE
Phoradendron gracilicarpum,P,TRUE
Phoradendron grahamii,P,TRUE
Phoradendron granvillei,P,TRUE
Phoradendron grisebachianum,P,TRUE
Phoradendron gundlachii,P,TRUE
Phoradendron habrostachyum,P,TRUE
Phoradendron haitense,P,TRUE
Phoradendron harleyi,P,TRUE
Phoradendron hartii,P,TRUE
Phoradendron haughtii,P,TRUE
Phoradendron henrici,P,TRUE
Phoradendron herbert-smithii,P,TRUE
Phoradendron heredianum,P,TRUE
Phoradendron heterostachyum,P,TRUE
Phoradendron hexastichum,P,TRUE
Phoradendron heydeanum,P,TRUE
Phoradendron holoxanthum,P,TRUE
Phoradendron iltisiorum,P,TRUE
Phoradendron inaequidentatum,P,TRUE
Phoradendron interruptum,P,TRUE
Phoradendron jaliscense,P,TRUE
Phoradendron juniperinum,P,TRUE
Phoradendron juruanum,P,TRUE
Phoradendron karuaianum,P,TRUE
Phoradendron kelloggiae,P,TRUE
Phoradendron killipii,P,TRUE
Phoradendron kingii,P,TRUE
Phoradendron krameri,P,TRUE
Phoradendron krukovii,P,TRUE
Phoradendron kuntzei,P,TRUE
Phoradendron lanatum,P,TRUE
Phoradendron lanceolatum,P,TRUE
Phoradendron larense,P,TRUE
Phoradendron laxiflorum,P,TRUE
Phoradendron lentii,P,TRUE
Phoradendron leucarpum,P,TRUE
Phoradendron leucocarpum,P,TRUE
Phoradendron liga,P,TRUE
Phoradendron lindemanii,P,TRUE
Phoradendron linearifolium,P,TRUE
Phoradendron lingulatum,P,TRUE
Phoradendron linifolium,P,TRUE
Phoradendron longiarticulatum,P,TRUE
Phoradendron longifolium,P,TRUE
Phoradendron longipetiolatum,P,TRUE
Phoradendron longispicum,P,TRUE
Phoradendron longissimum,P,TRUE
Phoradendron loretoi,P,TRUE
Phoradendron lorifolium,P,TRUE
Phoradendron luisense,P,TRUE
Phoradendron lundellii,P,TRUE
Phoradendron macrarthrum,P,TRUE
Phoradendron macrocarpum,P,TRUE
Phoradendron macrotomum,P,TRUE
Phoradendron madisonii,P,TRUE
Phoradendron mairaryense,P,TRUE
Phoradendron mathewsii,P,TRUE
Phoradendron matudae,P,TRUE
Phoradendron megaphyllum,P,TRUE
Phoradendron membranifolium,P,TRUE
Phoradendron merae,P,TRUE
Phoradendron metense,P,TRUE
Phoradendron microcephalum,P,TRUE
Phoradendron microphyllum,P,TRUE
Phoradendron microps,P,TRUE
Phoradendron microstachyum,P,TRUE
Phoradendron minutifolium,P,TRUE
Phoradendron molinae,P,TRUE
Phoradendron morsicatum,P,TRUE
Phoradendron napoense,P,TRUE
Phoradendron naviculare,P,TRUE
Phoradendron nervosum,P,TRUE
Phoradendron neurophyllum,P,TRUE
Phoradendron nigricans,P,TRUE
Phoradendron nitens,P,TRUE
Phoradendron nitidum,P,TRUE
Phoradendron northropiae,P,TRUE
Phoradendron nudum,P,TRUE
Phoradendron obtusissimum,P,TRUE
Phoradendron olae,P,TRUE
Phoradendron oliveirae,P,TRUE
Phoradendron oliverianum,P,TRUE
Phoradendron ottonis,P,TRUE
Phoradendron ovalifolium,P,TRUE
Phoradendron pachyneuron,P,TRUE
Phoradendron pachyphyllum,P,TRUE
Phoradendron pachystachyum,P,TRUE
Phoradendron palaephyllum,P,TRUE
Phoradendron palmeri,P,TRUE
Phoradendron paradoxum,P,TRUE
Phoradendron paraguari,P,TRUE
Phoradendron parietarioides,P,TRUE
Phoradendron pedicellatum,P,TRUE
Phoradendron pellucidulum,P,TRUE
Phoradendron pergranulatum,P,TRUE
Phoradendron perrottetii,P,TRUE
Phoradendron peruvianum,P,TRUE
Phoradendron piperoides,P,TRUE
Phoradendron planiphyllum,P,TRUE
Phoradendron platycaulon,P,TRUE
Phoradendron poeppigii,P,TRUE
Phoradendron polygynum,P,TRUE
Phoradendron pomasquianum,P,TRUE
Phoradendron proctorii,P,TRUE
Phoradendron ptarianum,P,TRUE
Phoradendron pteroneuron,P,TRUE
Phoradendron puberulum,P,TRUE
Phoradendron pulleanum,P,TRUE
Phoradendron purpusii,P,TRUE
Phoradendron quadrangulare,P,TRUE
Phoradendron quascanum,P,TRUE
Phoradendron racemosum,P,TRUE
Phoradendron ramiae,P,TRUE
Phoradendron ramosissimum,P,TRUE
Phoradendron ravenii,P,TRUE
Phoradendron reductum,P,TRUE
Phoradendron reichenbachianum,P,TRUE
Phoradendron restrepoae,P,TRUE
Phoradendron retrophyllum,P,TRUE
Phoradendron rhipsalinum,P,TRUE
Phoradendron rigidifolium,P,TRUE
Phoradendron rigidum,P,TRUE
Phoradendron robaloense,P,TRUE
Phoradendron robinsonii,P,TRUE
Phoradendron robustissimum,P,TRUE
Phoradendron roldanii,P,TRUE
Phoradendron rondeletiae,P,TRUE
Phoradendron rubrum,P,TRUE
Phoradendron rugosum,P,TRUE
Phoradendron rusbyi,P,TRUE
Phoradendron saltillense,P,TRUE
Phoradendron schultesii,P,TRUE
Phoradendron seibertii,P,TRUE
Phoradendron semivenosum,P,TRUE
Phoradendron singulare,P,TRUE
Phoradendron solandrae,P,TRUE
Phoradendron spathulatum,P,TRUE
Phoradendron squamiferum,P,TRUE
Phoradendron staphylinum,P,TRUE
Phoradendron steinbachii,P,TRUE
Phoradendron storkii,P,TRUE
Phoradendron strongyloclados,P,TRUE
Phoradendron sulfuratum,P,TRUE
Phoradendron tachiranum,P,TRUE
Phoradendron tafallaeoides,P,TRUE
Phoradendron tardispicum,P,TRUE
Phoradendron tenuicaule,P,TRUE
Phoradendron tenuifolium,P,TRUE
Phoradendron tequilense,P,TRUE
Phoradendron teretifolium,P,TRUE
Phoradendron tetracarpum,P,TRUE
Phoradendron tikalense,P,TRUE
Phoradendron tillettii,P,TRUE
Phoradendron tonduzii,P,TRUE
Phoradendron treleaseanum,P,TRUE
Phoradendron triflorum,P,TRUE
Phoradendron trinervium,P,TRUE
Phoradendron truncatum,P,TRUE
Phoradendron tucumanense,P,TRUE
Phoradendron tunaeforme,P,TRUE
Phoradendron undulatum,P,TRUE
Phoradendron uniseriale,P,TRUE
Phoradendron validum,P,TRUE
Phoradendron vargasii,P,TRUE
Phoradendron velutinum,P,TRUE
Phoradendron venezuelense,P,TRUE
Phoradendron villosum,P,TRUE
Phoradendron virens,P,TRUE
Phoradendron wattii,P,TRUE
Phoradendron wawrae,P,TRUE
Phoradendron websteri,P,TRUE
Phoradendron wiensii,P,TRUE
Phoradendron woodsonii,P,TRUE
Phoradendron wurdackii,P,TRUE
Phoradendron xanthophyllum,P,TRUE
Phoradendron yucatanum,P,TRUE
Phoradendron zelayanum,P,TRUE
Photinia anlungensis,F,TRUE
Photinia arguta,F,TRUE
Photinia beauverdiana,F,TRUE
Photinia beckii,F,TRUE
Photinia benthamiana,F,TRUE
Photinia berberidifolia,F,TRUE
Photinia bergerae,F,TRUE
Photinia blinii,F,TRUE
Photinia bodinieri,F,TRUE
Photinia calleryana,F,TRUE
Photinia callosa,F,TRUE
Photinia chihsiniana,F,TRUE
Photinia chingiana,F,TRUE
Photinia chingshuiensis,F,TRUE
Photinia crassifolia,F,TRUE
Photinia davidiana,F,TRUE
Photinia floribunda,F,TRUE
Photinia fokienensis,F,TRUE
Photinia glabra,F,TRUE
Photinia glomerata,F,TRUE
Photinia hirsuta,F,TRUE
Photinia impressivena,F,TRUE
Photinia integrifolia,F,TRUE
Photinia komarovii,F,TRUE
Photinia kwangsiensis,F,TRUE
Photinia lanuginosa,F,TRUE
Photinia lasiogyna,F,TRUE
Photinia lochengensis,F,TRUE
Photinia loriformis,F,TRUE
Photinia lucida,F,TRUE
Photinia megaphylla,F,TRUE
Photinia obliqua,F,TRUE
Photinia parvifolia,F,TRUE
Photinia pilosicalyx,F,TRUE
Photinia podocarpifolia,F,TRUE
Photinia prionophylla,F,TRUE
Photinia prunifolia,F,TRUE
Photinia raupingensis,F,TRUE
Photinia schneideriana,F,TRUE
Photinia serratifolia,F,TRUE
Photinia stenophylla,F,TRUE
Photinia tsaii,F,TRUE
Photinia tushanensis,F,TRUE
Photinia villosa,F,TRUE
Photinia wrightiana,F,TRUE
Photinia zhejiangensis,F,TRUE
Photinopteris acuminata,C,TRUE
Phragmanthera albizziae,P,TRUE
Phragmanthera batangae,P,TRUE
Phragmanthera baumii,P,TRUE
Phragmanthera brieyi,P,TRUE
Phragmanthera capitata,P,TRUE
Phragmanthera cinerea,P,TRUE
Phragmanthera cornetii,P,TRUE
Phragmanthera crassicaulis,P,TRUE
Phragmanthera dombeyae,P,TRUE
Phragmanthera dschallensis,P,TRUE
Phragmanthera edouardii,P,TRUE
Phragmanthera eminii,P,TRUE
Phragmanthera engleri,P,TRUE
Phragmanthera erythraea,P,TRUE
Phragmanthera exellii,P,TRUE
Phragmanthera glaucocarpa,P,TRUE
Phragmanthera guerichii,P,TRUE
Phragmanthera kamerunensis,P,TRUE
Phragmanthera leonensis,P,TRUE
Phragmanthera longiflora,P,TRUE
Phragmanthera luteovittata,P,TRUE
Phragmanthera macrosolen,P,TRUE
Phragmanthera nigritana,P,TRUE
Phragmanthera polycrypta,P,TRUE
Phragmanthera proteicola,P,TRUE
Phragmanthera raynaliana,P,TRUE
Phragmanthera regularis,P,TRUE
Phragmanthera sarertaensis,P,TRUE
Phragmanthera seretii,P,TRUE
Phragmanthera sterculiae,P,TRUE
Phragmanthera talbotiorum,P,TRUE
Phragmanthera usuiensis,P,TRUE
Phragmanthera vignei,P,TRUE
Phragmanthera zygiarum,P,TRUE
Phragmipedium caudatum,E,TRUE
Phragmipedium exstaminodium,E,TRUE
Phragmipedium lindenii,E,TRUE
Phragmipedium lindleyanum,F,TRUE
Phragmipedium warszewiczianum,E,TRUE
Phragmites australis,F,TRUE
Phragmites japonicus,F,TRUE
Phragmites karka,F,TRUE
Phragmites mauritianus,F,TRUE
Phragmotheca ecuadorensis,F,TRUE
Phragmotheca leucoflora,F,TRUE
Phreatia acuminata,E,TRUE
Phreatia albiflora,E,TRUE
Phreatia albofarinosa,E,TRUE
Phreatia alpina,E,TRUE
Phreatia altigena,E,TRUE
Phreatia amabilis,E,TRUE
Phreatia amesii,E,TRUE
Phreatia angustifolia,E,TRUE
Phreatia aristulifera,E,TRUE
Phreatia asciiformis,E,TRUE
Phreatia beiningiana,E,TRUE
Phreatia bicallosa,E,TRUE
Phreatia bicostata,E,TRUE
Phreatia biechinata,E,TRUE
Phreatia bigibbosa,E,TRUE
Phreatia bigibbula,E,TRUE
Phreatia bismarckiensis,E,TRUE
Phreatia brachyphylla,E,TRUE
Phreatia brachyphyton,E,TRUE
Phreatia brachystachys,E,TRUE
Phreatia bracteata,E,TRUE
Phreatia brevicaulis,E,TRUE
Phreatia brevis,E,TRUE
Phreatia breviscapa,E,TRUE
Phreatia bulbophylloides,E,TRUE
Phreatia caespitosa,E,TRUE
Phreatia calcarata,E,TRUE
Phreatia canaliculata,E,TRUE
Phreatia carolinensis,E,TRUE
Phreatia caudata,E,TRUE
Phreatia caudiflora,E,TRUE
Phreatia caulescens,E,TRUE
Phreatia chionantha,E,TRUE
Phreatia coelonychia,E,TRUE
Phreatia collina,E,TRUE
Phreatia concinna,E,TRUE
Phreatia constricta,E,TRUE
Phreatia crassifolia,E,TRUE
Phreatia crassiuscula,E,TRUE
Phreatia crinonioides,E,TRUE
Phreatia cryptostigma,E,TRUE
Phreatia cucullata,E,TRUE
Phreatia cylindrostachya,E,TRUE
Phreatia deltoides,E,TRUE
Phreatia dendrochiloides,E,TRUE
Phreatia dendrophylax,E,TRUE
Phreatia densiflora,E,TRUE
Phreatia densispica,E,TRUE
Phreatia densissima,E,TRUE
Phreatia dischorensis,E,TRUE
Phreatia djamuensis,E,TRUE
Phreatia dulcis,E,TRUE
Phreatia elata,E,TRUE
Phreatia elegans,E,TRUE
Phreatia elongata,E,TRUE
Phreatia falcata,E,TRUE
Phreatia finisterrae,E,TRUE
Phreatia flaccida,E,TRUE
Phreatia flavovirens,E,TRUE
Phreatia formosana,E,TRUE
Phreatia foveata,E,TRUE
Phreatia ganggapensis,E,TRUE
Phreatia gillespiei,E,TRUE
Phreatia gladiata,E,TRUE
Phreatia goliathensis,E,TRUE
Phreatia goodspeediana,E,TRUE
Phreatia govidjoae,E,TRUE
Phreatia gracilis,E,TRUE
Phreatia grandiflora,E,TRUE
Phreatia habbemae,E,TRUE
Phreatia hollandiana,E,TRUE
Phreatia hypsorrhynchos,E,TRUE
Phreatia imitans,E,TRUE
Phreatia infundibuliformis,E,TRUE
Phreatia iridifolia,E,TRUE
Phreatia jadunae,E,TRUE
Phreatia jayaweerae,E,TRUE
Phreatia kanehirae,E,TRUE
Phreatia kaniensis,E,TRUE
Phreatia kempfii,E,TRUE
Phreatia kempteri,E,TRUE
Phreatia keysseri,E,TRUE
Phreatia klabatensis,E,TRUE
Phreatia klossii,E,TRUE
Phreatia koordersii,E,TRUE
Phreatia kusaiensis,E,TRUE
Phreatia ladronica,E,TRUE
Phreatia lasioglossa,E,TRUE
Phreatia latipetala,E,TRUE
Phreatia laxa,E,TRUE
Phreatia laxiflora,E,TRUE
Phreatia leioglossa,E,TRUE
Phreatia leptophylla,E,TRUE
Phreatia leucostachya,E,TRUE
Phreatia limenophylax,E,TRUE
Phreatia linearifolia,E,TRUE
Phreatia linearis,E,TRUE
Phreatia listeri,E,TRUE
Phreatia listrophora,E,TRUE
Phreatia longibractea,E,TRUE
Phreatia longibracteata,E,TRUE
Phreatia longicaulis,E,TRUE
Phreatia longimentum,E,TRUE
Phreatia loriae,E,TRUE
Phreatia louisiadum,E,TRUE
Phreatia luzoniensis,E,TRUE
Phreatia macra,E,TRUE
Phreatia masarangica,E,TRUE
Phreatia matthewsii,E,TRUE
Phreatia maxima,E,TRUE
Phreatia mearnsii,E,TRUE
Phreatia mentosa,E,TRUE
Phreatia micholitzii,E,TRUE
Phreatia micrantha,E,TRUE
Phreatia microphyton,E,TRUE
Phreatia microtatantha,E,TRUE
Phreatia millikenii,E,TRUE
Phreatia minahassae,E,TRUE
Phreatia minima,E,TRUE
Phreatia modesta,E,TRUE
Phreatia moluccana,E,TRUE
Phreatia monticola,E,TRUE
Phreatia morii,E,TRUE
Phreatia muscicola,E,TRUE
Phreatia myriantha,E,TRUE
Phreatia navicularis,E,TRUE
Phreatia nebularum,E,TRUE
Phreatia negrosiana,E,TRUE
Phreatia nutans,E,TRUE
Phreatia oreogena,E,TRUE
Phreatia oreophylax,E,TRUE
Phreatia oxyantheroides,E,TRUE
Phreatia pacifica,E,TRUE
Phreatia padangensis,E,TRUE
Phreatia palawensis,E,TRUE
Phreatia paleata,E,TRUE
Phreatia palmifrons,E,TRUE
Phreatia papuana,E,TRUE
Phreatia pentagona,E,TRUE
Phreatia petiolata,E,TRUE
Phreatia pholidotoides,E,TRUE
Phreatia phreatioides,E,TRUE
Phreatia pisifera,E,TRUE
Phreatia plagiopetala,E,TRUE
Phreatia plantaginifolia,E,TRUE
Phreatia platychila,E,TRUE
Phreatia platyclinoides,E,TRUE
Phreatia pleistantha,E,TRUE
Phreatia plexauroides,E,TRUE
Phreatia polyantha,E,TRUE
Phreatia potamophila,E,TRUE
Phreatia procera,E,TRUE
Phreatia protensa,E,TRUE
Phreatia pseudothompsonii,E,TRUE
Phreatia pulchella,E,TRUE
Phreatia pumilio,E,TRUE
Phreatia pusilla,E,TRUE
Phreatia quadrata,E,TRUE
Phreatia quinquelobulata,E,TRUE
Phreatia ramosii,E,TRUE
Phreatia renilabris,E,TRUE
Phreatia repens,E,TRUE
Phreatia resiana,E,TRUE
Phreatia rhomboglossa,E,TRUE
Phreatia rotundata,E,TRUE
Phreatia rupestris,E,TRUE
Phreatia ryozoana,E,TRUE
Phreatia saccifera,E,TRUE
Phreatia sarasinorum,E,TRUE
Phreatia scandens,E,TRUE
Phreatia scaphioglossa,E,TRUE
Phreatia schoenorchis,E,TRUE
Phreatia seleniglossa,E,TRUE
Phreatia semiorbicularis,E,TRUE
Phreatia seranica,E,TRUE
Phreatia similis,E,TRUE
Phreatia simplex,E,TRUE
Phreatia sinadjiensis,E,TRUE
Phreatia sororia,E,TRUE
Phreatia spathilabia,E,TRUE
Phreatia spathulata,E,TRUE
Phreatia sphaerocarpa,E,TRUE
Phreatia stenophylla,E,TRUE
Phreatia stenostachya,E,TRUE
Phreatia stipulata,E,TRUE
Phreatia stresemannii,E,TRUE
Phreatia subalpina,E,TRUE
Phreatia subcrenulata,E,TRUE
Phreatia sublata,E,TRUE
Phreatia subsaccata,E,TRUE
Phreatia subsacculata,E,TRUE
Phreatia subtriloba,E,TRUE
Phreatia sulcata,E,TRUE
Phreatia sumatrana,E,TRUE
Phreatia tahitensis,E,TRUE
Phreatia taiwaniana,E,TRUE
Phreatia tenuis,E,TRUE
Phreatia thompsonii,E,TRUE
Phreatia tjibodasana,E,TRUE
Phreatia transversiloba,E,TRUE
Phreatia trilobulata,E,TRUE
Phreatia urostachya,E,TRUE
Phreatia vaginata,E,TRUE
Phreatia valida,E,TRUE
Phreatia vanimoana,E,TRUE
Phreatia vanoverberghii,E,TRUE
Phreatia vanuatensis,E,TRUE
Phreatia virescens,E,TRUE
Phreatia wenzelii,E,TRUE
Phreatia xantholeuca,E,TRUE
Phrygilanthus cordifolius,P,TRUE
Phrygilanthus mapirensis,P,TRUE
Phrygilanthus sonorae,P,TRUE
Phryma leptostachya,F,TRUE
Phrynium aurantium,F,TRUE
Phrynium bracteosum,F,TRUE
Phrynium fasciculatum,F,TRUE
Phrynium fissifolium,F,TRUE
Phrynium giganteum,F,TRUE
Phrynium gracile,F,TRUE
Phrynium grandibracteatum,F,TRUE
Phrynium hainanense,F,TRUE
Phrynium hirtum,F,TRUE
Phrynium houtteanum,F,TRUE
Phrynium imbricatum,F,TRUE
Phrynium interruptum,F,TRUE
Phrynium kaniense,F,TRUE
Phrynium laxum,F,TRUE
Phrynium longispicum,F,TRUE
Phrynium macrocephalum,F,TRUE
Phrynium magnificum,F,TRUE
Phrynium maximum,F,TRUE
Phrynium minor,F,TRUE
Phrynium minutiflorum,F,TRUE
Phrynium nicobaricum,F,TRUE
Phrynium obscurum,F,TRUE
Phrynium parvum,F,TRUE
Phrynium pedunculatum,F,TRUE
Phrynium pedunculiferum,F,TRUE
Phrynium pubinerve,F,TRUE
Phrynium robinsonii,F,TRUE
Phrynium rubrum,F,TRUE
Phrynium sapiense,F,TRUE
Phrynium schlechteri,F,TRUE
Phrynium simplex,F,TRUE
Phrynium stenophyllum,F,TRUE
Phrynium tonkinense,F,TRUE
Phrynium tristachyum,F,TRUE
Phrynium venustum,F,TRUE
Phrynium villosulum,F,TRUE
Phrynium whitei,F,TRUE
Phtheirospermum glandulosum,P,TRUE
Phtheirospermum japonicum,P,TRUE
Phtheirospermum muliense,P,TRUE
Phtheirospermum parishii,P,TRUE
Phtheirospermum tenuisectum,P,TRUE
Phthirusa angulata,P,TRUE
Phthirusa bisexualis,P,TRUE
Phthirusa coarctata,P,TRUE
Phthirusa delicatula,P,TRUE
Phthirusa disjectifolia,P,TRUE
Phthirusa elliptica,P,TRUE
Phthirusa guyanensis,P,TRUE
Phthirusa janeirensis,P,TRUE
Phthirusa lobaterae,P,TRUE
Phthirusa monetaria,P,TRUE
Phthirusa murcae,P,TRUE
Phthirusa nitens,P,TRUE
Phthirusa pedicularis,P,TRUE
Phthirusa phaeoclados,P,TRUE
Phthirusa platyclada,P,TRUE
Phthirusa podoptera,P,TRUE
Phthirusa pycnostachya,P,TRUE
Phthirusa pyrifolia,P,TRUE
Phthirusa rufa,P,TRUE
Phthirusa salicifolia,P,TRUE
Phthirusa schneeana,P,TRUE
Phthirusa squamulosa,P,TRUE
Phthirusa stenophylla,P,TRUE
Phthirusa steyermarkiana,P,TRUE
Phthirusa subcorymbosa,P,TRUE
Phthirusa trichoides,P,TRUE
Phuopsis stylosa,F,TRUE
Phycella australis,F,TRUE
Phycella brevituba,F,TRUE
Phycella cyrtanthoides,F,TRUE
Phycella herbertiana,F,TRUE
Phycella scarlatina,F,TRUE
Phygelius aequalis,F,TRUE
Phygelius capensis,F,TRUE
Phyla canescens,F,TRUE
Phyla stoechadifolia,F,TRUE
Phylica abietina,F,TRUE
Phylica acmaephylla,F,TRUE
Phylica aemula,F,TRUE
Phylica affinis,F,TRUE
Phylica agathosmoides,F,TRUE
Phylica alba,F,TRUE
Phylica alpina,F,TRUE
Phylica alticola,F,TRUE
Phylica altigena,F,TRUE
Phylica ambigua,F,TRUE
Phylica amoena,F,TRUE
Phylica ampliata,F,TRUE
Phylica anomala,F,TRUE
Phylica apiculata,F,TRUE
Phylica atrata,F,TRUE
Phylica axillaris,F,TRUE
Phylica barbata,F,TRUE
Phylica barnardii,F,TRUE
Phylica bolusii,F,TRUE
Phylica brachycephala,F,TRUE
Phylica brevifolia,F,TRUE
Phylica burchellii,F,TRUE
Phylica buxifolia,F,TRUE
Phylica calcarata,F,TRUE
Phylica callosa,F,TRUE
Phylica cephalantha,F,TRUE
Phylica chionocephala,F,TRUE
Phylica chionophila,F,TRUE
Phylica comosa,F,TRUE
Phylica comptonii,F,TRUE
Phylica confusa,F,TRUE
Phylica constricta,F,TRUE
Phylica costata,F,TRUE
Phylica cryptandroides,F,TRUE
Phylica curvifolia,F,TRUE
Phylica cuspidata,F,TRUE
