Species,NFC,Legume,Order,Family,Data_fixing,Source,Source2,Data_corrected,Species_corrected,Analysed_Werner_etal.
Brownea ariza,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,Data_corrected,No_correction,Analysed
Brownea coccinea,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Brownea longipedicellata,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Caesalpinia angolensis,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Caesalpinia benthamiana,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Caesalpinia bonduc,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Caesalpinia cacalaco,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Caesalpinia crista,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Caesalpinia cucullata,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Caesalpinia dasyrachis,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Caesalpinia decapetala,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Caesalpinia echinata,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Caesalpinia eriostachys,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Caesalpinia exostemma,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Caesalpinia ferrea,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Peltophorum pterocarpum,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Caesalpinia gilliesii,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Caesalpinia kavaiensis,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Caesalpinia latisiliqua,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Caesalpinia leiostachya,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Caesalpinia mexicana,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Stahlia monosperma,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Conzattia multiflora,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Caesalpinia spinosa,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Caesalpinia pluviosa,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Caesalpinia pyramidalis,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Caesalpinia sappan,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,Data_corrected,No_correction,Analysed
Caesalpinia spicata,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Hoffmannseggia microphylla,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Cailliea dichrostachys,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Cailliea nutans,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Cajanus bicolor,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Cajanus indicus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Calicotome infesta,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Callerya atropurpurea,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,Data_corrected,No_correction,Analysed
Callerya cinerea,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Callerya reticulata,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Calliandra bella,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Calliandra humilis,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Calliandra rotundifolia,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Callistachys cuneifolia,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Callistachys elliptica,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Calpocalyx dinklagei,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Campsiandra laurifolia,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Campylotropis chinensis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Campylotropis speciosa,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Campylotropis stenocarpa,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Canavalia dictyota,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Caragana argentea,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Caragana cuneifolia,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Caragana fruticosa,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Caragana sibirica,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Carmichaelia crassicaulis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Stizolobium niveum,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Senna aculeata,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Senna alexandrina,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Cassia agnes,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,Species_name_corrected,Not_analysed
Senna nitida,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Senna appendiculata,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Chamaecrista aspleniifolia,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Senna auriculata,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,Species_name_corrected,Not_analysed
Senna aversiflora,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Senna bacillaris,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Cassia bakeriana,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Senna barclayana,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Senna bauhinioides,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Senna bicapsularis,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Cassia brewsteri,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Senna cana,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Chamaecrista telfairiana,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Chamaecrista chamaecristoides,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Cassia circinnata,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Chamaecrista comosa,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,Species_name_corrected,Not_analysed
Senna covesii,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Cassia cowanii,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Cassia desolata,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Senna didymobotrya,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,Data_corrected,No_correction,Analysed
Senna septemtrionalis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Senna candolleana,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Cassia eremophila,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Chamaecrista fallacina,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Senna floribunda,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,Species_name_corrected,Not_analysed
Senna galegifolia,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,Species_name_corrected,Not_analysed
Senna gardneri,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Smithia gracilis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Senna holosericea,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,Species_name_corrected,Not_analysed
Chamaecrista katangensis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,Species_name_corrected,Not_analysed
Chamaecrista kirkii,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,Species_name_corrected,Not_analysed
Chamaecrista kleinii,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Cassia leptophylla,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Cassia leschenaultiana,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Senna lindheimeriana,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Chamaecrista lineata,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Senna polyantha,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Cassia marilandica,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Cassia marksiana,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Senna marilandica,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Senna montana,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,Species_name_corrected,Not_analysed
Cassia moschata,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Senna multiglandulosa,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Cassia nemophila,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Senna pallida,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Senna phyllodinea,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Senna pilifera,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Chamaecrista pilosa,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Senna pleurocarpa,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Cassia plumosa,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Cassia purpurea,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Senna reniformis,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Cassia renigera,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Cassia roxburghii,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Senna uniflora,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,Species_name_corrected,Not_analysed
Senna singueana,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Senna sophera,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Senna splendida,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Cassia surattensis,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Senna sulfurea,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Senna timorensis,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Senna velutina,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Senna wislizeni,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Chamaecrista zambesica,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Samanea leptophylla,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Trema aspera,Yes,No,Rosales,Cannabaceae,No,GRIN,None,Data_corrected,No_correction,Analysed
Lophocarpinia aculeatifolia,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Cenostigma gardnerianum,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Cenostigma macrophyllum,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Centrolobium microchaete,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Analysed
Centrosema haitiense,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Centrosema kermesii,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Centrosema macranthum,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Parkinsonia florida,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Parkinsonia microphylla,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Parkinsonia torreyana,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Cercis chingii,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Cercis gigantea,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Cercis glabra,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Cercis racemosa,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,Data_corrected,No_correction,Analysed
Cercis siliquastrum,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Chaetocalyx longiflora,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Chaetocalyx latisiliqua,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Chaetocalyx scandens,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Chamaecrista blanchetti,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Senna capensis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Chamaecrista dimidiata,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Chamaecytisus hirsutus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Chamaecytisus prolifer,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Analysed
Chesneya cuneata,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Chorizema callistachys,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Chorizema racemosum,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Cicer echinospermum,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Analysed
Cicer lens,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Cicer reticulatum,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Analysed
Cladrastis lutea,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Cladrastis platycarpa,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Cladrastis sikokiana,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Cladrastis wilsonii,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,Data_corrected,No_correction,Not_analysed
Clianthus dampieri,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Clianthus speciosus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Clitoria albiflora,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Clitoria mearnsi,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Clitoria tanganicensis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Clitoria zanzibarensis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Codariocalyx microphyllus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Coelidium fourcadei,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Coelidium parvifolium,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Sphaerophysa caspica,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Colutea cruenta,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Coluteastrum herbaceum,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Colutea linearis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Colutea longialata,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Coluteastrum humile,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Colvillea racemosa,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,Data_corrected,No_correction,Analysed
Pterodon abruptus,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Guibourtia chodatiana,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,Species_name_corrected,Not_analysed
Copaiba copallifera,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Copaifera lucens,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Copaifera officinalis,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,Data_corrected,No_correction,Analysed
Copaifera trapezifolia,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Copaiva coleosperma,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Coronilla aculeata,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Coronilla argentea,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Coronilla balansae,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Coronilla iberica,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Coronilla juncea,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,Data_corrected,No_correction,Analysed
Cracca polystachya,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Cracca virginiana,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Crotalaria bongensis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Crotalaria brevis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Crotalaria cephalotes,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Crotalaria effusa,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Crotalaria excisa,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Crotalaria indobracteata,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Crotalaria leioloba,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Crotalaria maxillaris,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Crotalaria monteiroi,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Crotalaria notonii,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Crotalaria subdecurrens,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Crotalaria uncinella,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Crotalaria vestita,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Crotalaria virgultalis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Crudia tomentosa,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,Species_name_corrected,Not_analysed
Cryptosepalum maraviense,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Cullen glandulosum,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Cullen leucanthum,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Analysed
Cullen plumosum,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Cullen pustulatum,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Analysed
Cyamopsis psoraloides,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Cyclolobium brasiliense,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Cyclopia buxifolia,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
