new.sp,old.name
Souroubea exauriculata,Sourobea exauriculata
Souroubea loczyi,Sourobea loczyi
Clematis dioica,Clematis dioca
Gouania lupuloides,Gouania lupoloides
Aegiphila elata,Aegiphilia elata
Vitis tiliifolia,Vitis tilifolia
Aristolochia kunmingensis,Aristolochia kunmingsis
Artabotrys brachypetalus,Artabotrys achypetalus
Ancylobothrys capensis,Ancylobotrys capensis
Ancylobothrys petersiana,Ancylobotrys petersiana
Cryptolepis cryptolepioides,Cryptolepis cryptolepidioides
Senecio bryoniifolius,Senecio yoniifolius
Combretum tenuipetiolatum,Combretum tenuipes
Ipomoea verbascoidea,Ipomoea verbascodea
Kedrostis limpompensis,Kedrostis limpopoensis
Dioscorea cochleariapiculata,Dioscorea cochleari-apiculata
Rhynchosia stipata,Rhynchosia stipitata
Tylosema fassoglensis,Tylosema fassoglense
Discocapnos mundtii,Discocapnos mundii
Grewia lasiocarpa,Grewia lasiocarp
Passiflora caerulea,Passiflora coerulea
Rhipogonum scandens,Ripogonum scandens
Friesodielsia unonifolia,Friesodielsia unonaefolia
Aganosma schlechteriana,Aganosma schlechterianum
Aganosma breviloba,Agonosma breviloba
Aganosma gracilis,Agonosma gracilis
Aganosma wallichii,Agonosma wallichii
Cynanchum callialatum,Cynanchum callialata
Genianthus aurantiacus,Genianthus auriantiacus
Marsdenia callosa,Marsdenia carnosa
Caesalpinia granadillo,Caesalpinia grandis
Reyesia parviflora,Roydsia parviflora
Celastrus hindsii,Celastrus hindsi
Gynostemma burmanicum,Gynostemma burmanica
Derris floribunda,Derris floridunda
Millettia dorwardi,Millettia dorwardii
Schizophragma integrifolium,Schizophragma integrifolia
Natsiatopsis thunbergiifolia,Natsiatopsis thunbergiaefolia
Spirodela polyrrhiza,Spirodela polyrhiza
Aspidopterys cordata,Aspidopterys obcordata
Acacia microcephala,Acacia macrocephala
Acacia podalyriifolia,Acacia podalyraefolia
Jasminum subglandulosum,Jasminum subglandulosm
Jasminum syringifolium,Jasminum syringaefolium
Piper leucostachyum,Piper leptostachyum
Podostemum pterophyllum,Podostemum pterophyllus
Antigonon guatimalense,Antigonon guatemalense
Ziziphus oenopolia,Ziziphus oenoplia
Rubia angustisissima,Rubia angustissima
Smilax microphylla,Smilax macrophylla
Clerodendrum thomsoniae,Clerodendrum thomsonae
Gmelina philippensis,Gmelina philippinensis
Petrea volubilis,Petraea volubilis
Sphenodesme griffithiana,Sphenodesme griffthiana
Vitex axillariflora,Vitex axillaris
Cyphostemma auriculatum,Cyphostemma auriculata
Tetrastigma aplinianum,Tetrastigma alpinianum
Tetrastigma angustifolium,Tetrastigma angustifolia
Alisma plantago-aquatica,Alisma plantago
Ancylobothrys petersiana,Ancylobotrys petersiana
Asparagus calcicola,Asparagus calcicolus
Cissus auricomus,Cissus auricoma
Cissus sagittifer,Cissus sagittifera
Cissus tiliiformis,Cissus tiliaeformis
Clematis methifolia,Clematis anethifolia
Conyza urticifolia,Conyza urticaefolia
Cynanchum mahafialense,Cynanchum mahafalense
Cyphostemma ankirihitrensis,Cyphostemma ankirihitrense
Cyphostemma delphinensis,Cyphostemma delphinense
Cyphostemma greveanum,Cyphostemma greveana
Cyphostemma manambovensis,Cyphostemma manambovense
Cyphostemma marojejyense,Cyphostemma marojejense
Cyphostemma microdipterum,Cyphostemma microdiptera
Cyphostemma sakalavensis,Cyphostemma sakalavense
Cyphostemma tsaratananensis,Cyphostemma tsaratananense
Cyphostemma vezensis,Cyphostemma vezense
Danais andribensis,Danais andribensii
Deeringia madagascariensis,Deeringia madagasacariensis
Distephanus nummulariifolius,Distephanus nummulariaefolius
Entada rheedii,Entada rheedei
Jasminum aphanodon,Jasminum asphanodon
Marsdenia laxiflora,Marsdenia flaviflora
Marsdenia purpusiana,Marsdenia purpurea
Mikania chenopodifolia,Mikania chenopodiifolia
Nastus lokohoensis,Nastus lokohensis
Rubus parviflorus,Rubus pauciflorus
Billbergia eloisiae,Billbergia eloiseae
Lepanthes gutula-sanguinis,Lepanthes guttula-sanguinis
Telipogon saraguroensis,Telipogon sarae
Lepanthes pictilis,Lepanthes pictoris
Oncidium kegeljani,Oncidium kegeljanii
Stelis monicae,Stelis modica
Stelis regina,Stelis regia
Macroclinium coffeicolum,Macroclinium coffeicola
Lepanthes jubata,Lepanthes yubarta
Ornithocephalus bryostachys,Ornithocephalus bryostachyus
Oncidium koechliniana,Oncidium koechlinianum
Stelis jurisdixii,Stelis ruris
Tillandsia crista-gallii,Tillandsia crista-galli
Polystachya caloglossa,Polystachya hologlossa
Bulbophyllum leucorrhachis,Bulbophyllum leucorhachis
Polystachya thomensis,Polystachya ngomensis
Coelogyne lockii,Coelogyne locii
Dendrobium nanarauticolum,Dendrobium nanarauticola
Appendicula tubilaria,Appendicula tubilabia
Bulbophyllum ankaratranum,Bulbophyllum ankerae
Bulbophyllum longirepens,Bulbophyllum longerepens
Eria longirepens,Eria longerepens
Bulbophyllum staetophyton,Bulbophyllum stenophyton
Bulbophyllum pinicolum,Bulbophyllum pinicola
Dendrobium copelandii,Dendrobium coplandii
Thelasis carinata,Thelasis wariana
Bulbophyllum vareschii,Bulbophyllum treschii
Oberonia pallidiflava,Oberonia pallideflava
Bulbophyllum lockii,Bulbophyllum locii
Dichaea acroblepara,Dichaea acroblephara
Tillandsia piurensis,Tillandsia piauiensis
Ornithocephalus brachystachys,Ornithocephalus brachystachyus
Cattleya schunkiana,Cattleya schunkii
Gomesa majevskyi,Gomesa majevskyae
Epidendrum coryophorum,Epidendrum carpophorum
Dendrobium corallorhizon,Dendrobium cobra
Pseudadenia strampfii,Pseudadenia strampffii
Dendrobium nanarauticolum,Dendrobium nanarauticola
Bulbophyllum staetophyton,Bulbophyllum stenophyton
Anchietea frangulifolia,Anchietea frangulaefolia
Entada rheedii,Entada rheedei
Gurania pseudospinulosa,Gurania pseudo-spinulosa
Mimosa myriadena,Mimosa myriadenia
Paullinia mallophylla,Paullinia macrophylla
Prionostemma aspera,Prionostemma asperum
Stigmaphyllon puberum,Stigmaphyllon puber
Hebanthe eriantha,Hebanthe erianthos
Abuta pahni,Abuta pahnii
Adelobotrys boissieriana,Adelobotrys boissierianus
Banisteriopsis pauciflora,Banisteriopsis caduciflora
Byttneria glabresens,Byttneria glabrescens
Caiophora canarinoides,Cajophora canarinoides
Caiophora contorta,Cajophora contorta
Caiophora pentlandii,Cajophora pentlandii
Caiophora scarlatina,Cajophora scarlatina
Clematis haenkeana,Clematis haenkiana
Clematis millefoliata,Clematis millefoliolata
Dioscorea arnensis,Dioscorea ainensis
Dioscorea kingii,Dioscorea klugii
Eccremocarpus huianaccapac,Eccremocarpus huainaccapac
Galactia augustii,Galactia augusti
Galactia augustii,Galactia augusti
Gouania adenophera,Gouania adenophora
Heteropterys mathewsiana,Heteropterys mathewsana
Ipomoea philomega,Ipomoea phyllomega
Mandevilla alboviridis,Mandevilla albo-viridis
Mendoncia vellozoana,Mendoncia velloziana
Mikania trichodes,Mikania trachodes
Mimosa myriadena,Mimosa myriadenia
Mimosa myriadena,Mimosa myriadenia
Mimosa myriadena,Mimosa myriadenia
Mimosa myriadena,Mimosa myriadenia
Mimosa myriadena,Mimosa myriadenia
Mutisia andersonii,Mutisia anderssonii
Odontocarya asarifolia,Odontocarya arifolia
Paullinia castanifolia,Paullinia castaneifolia
Prestonia plumeriifolia,Prestonia plumierifolia
Pseudogynoxys filicalyculata,Pseudogynoxys filicaliculata
Pseudosicydium acariianthum,Pseudosicydium acaranthum
Rytidostylis trianae,Rytidostylis trianaei
Sabicea novogranatensis,Sabicea novo-granatensis
Serjania altissima,Serjania altissma
Serjania mucronulata,Serjania mucronata
Smilax ruiziana,Smilax ruizana
Smilax vaginata,Smilax vaga
Smilax williamsii,Smilax williamsi
Solanum lanceifolium,Solanum lancaeifolium
Stigmaphyllon puberum,Stigmaphyllon puber
Tassadia berteroanum,Tassadia berteroana
Abuta pahni,Abuta pahnii
Adelobotrys boissieriana,Adelobotrys boissierianus
Anomospermum solimoesianum,Anomospermum solimoesanum
Aristolochia trianaei,Aristolochia trianae
Banisteriopsis pauciflora,Banisteriopsis caduciflora
Bomarea patacoensis,Bomarea patacocensis
Caiophora contorta,Cajophora contorta
Desmoncus cirrhiferus,Desmoncus cirrhifer
Ipomoea philomega,Ipomoea phyllomega
Jacquemontia agrestis,Jacquemontia agrestia
Mimosa myriadena,Mimosa myriadenia
Mutisia andersonii,Mutisia anderssonii
Odontocarya asarifolia,Odontocarya arifolia
Paullinia castanifolia,Paullinia castaneifolia
Pentacalia morazensis,Pentacalia moronensis
Pseudosicydium acariianthum,Pseudosicydium acaranthum
Rytidostylis trianae,Rytidostylis trianaei
Actinidia scabiifolia,Actinidia sabiifolia
Akebia longiracemosa,Akebia longeracemosa
Artabotrys honkongensis,Artabotrys hongkongensis
Aspidopterys cordata,Aspidopterys obcordata
Bauhinia rubro-villosa,Bauhinia rubrovillosa
Calamus macrorhynchus,Calamus macrorrhynchus
Cayratia cardiospermoidea,Cayratia cardiospermoides
Cayratia medoensis,Cayratia medogensis
Clematis kweichouwensis,Clematis kweichowensis
Clematis metouensis,Clematis metuoensis
Derris albo-rubra,Derris alborubra
Euonymus theacolus,Euonymus theacola
Gongronema nepalense,Gongronema napalense
Lygodium circinatum,Lygodium circinnatum
Cryptostegia madagascariensis,Cryptosgetia madagascariensis
Chromolaena borinquensis,Chromolaena borinquense
Mikania congesta,Mikania congests
Pseudogynoxys chenopodioides,Pseudogynoxys chemopodioides
Tournefortia hirsutissima,Tournefortia hirsutisima
Tournefortia scabrida,Tournefortia scabra
Ipomoea rubriflora,Ipomoea rubra
Merremia dissecta,Merremia dissects
Pinzona coriacea,Pinzona coriaceae
Tragia volubilis,Tragia volubils
Abrus precatorius,Abrus praecatorius
Caesalpinia bonduc,Caesalpinia bondue
Calopogonium caeruleum,Calpogonium caeruleum
Calopogonium mucunoides,Calpogonium mucunoides
Clitoria ternatea,Clitoria ternata
Stigmaphyllon floribundum,Stigmaphyllon floribumdum
Passiflora serratodigitata,Passiflora serrato-digitata
Chiococca alba,Chiococea alba
Schlegelia brachyantha,Schlegefla brachyantha
Valeriana scandens,Vaieriana scandens
Epipremnum pinnatum,Epiprernnum pinnatum
Lasiacis ligulata,Lasciacis ligulata
Oncidium kegeljani,Oncidium kegeljanii
Maxillaria cozierana,Maxillaria cozieriana
Epidendrum coryophorum,Epidendrum carpophorum
Macroclinium paraense,Macroclinium larense
Polystachya caloglossa,Polystachya hologlossa
Bulbophyllum leucorrhachis,Bulbophyllum leucorhachis
Polystachya thomensis,Polystachya ngomensis
Hymenophyllum tunbrigense,Hymenophyllum tunbridgense
Isopterygium taxithelioides,Isopterygium taxithellioides
Frullania replicata,Frullania eplicata
Cololejeunea hoeana,Cololejeunea oleana
Pseudoleskeopsis pseudo-attenuata,Pseudoleskeopsis pseudoattenuata
Mystacidium braybonae,Mystacidium brayboniae
Polystachya thomensis,Polystachya ngomensis
Radula flavifolia,Radula fulvifolia
Anthurium llewellynii,Anthurium llewelynii
Anthurium trinervium,Anthurium trinerve
Campylocentrum ulei,Campylocentrum ulaei
Cycnoches peruvianum,Cycnoches peruviana
Epidendrum fruticulum,Epidendrum fruticulus
Epidendrum saxicola,Epidendrum saxicolum
Fernandezia nigrosignata,Fernandezia nigro-signata
Lycomormium fiskei,Lycomormium fiskii
Macroclinium coffeicolum,Macroclinium coffeicola
Macroclinium villenarum,Macroclinium villenaorum
Malaxis parthoni,Malaxis parthonii
Maxillaria pauciflora,Maxillaria parviflora
Maxillaria ramosissima,Maxillaria ramosa
Miltoniopsis bismarckii,Miltoniopsis bismarkii
Odontoglossum kegeljani,Odontoglossum kegeljanii
Otoglossum weberbauerianum,Otoglossum weberbaueranum
Peperomia distachya,Peperomia distachyos
Peperomia macrostachya,Peperomia macrostachyos
Rodriguezia strobelii,Rodriguesia strobelli
Schlimia jennyana,Schlimmia jennyana
Telipogon hutchisonii,Telipogon hutchinsonii
Telipogon tesselatus,Telipogon tessallatus
Campylocentrum ulei,Campylocentrum ulaei
Cycnoches peruvianum,Cycnoches peruviana
Cycnoches thurstoniorum,Cycnoches thurstonorum
Cypholoron frigidum,Cypholoron frigida
Elleanthus caroli,Elleanthus carolii
Epidendrum garayi,Epidendrum garayii
Lepanthes capitana,Lepanthes capitanea
Lepanthes jamesonii,Lepanthes jamiesonii
Macroclinium dalstroemii,Macroclinium dalstromii
Macroclinium xiphophorus,Macroclinium xyphophorus
Masdevallia andreettana,Masdevallia andreettaeana
Maxillaria pauciflora,Maxillaria parviflora
Maxillaria ramosissima,Maxillaria ramosa
Myoxanthus octomerioides,Myoxanthus octomeriae
Octomeria spatulata,Octomeria spathulata
Odontoglossum auro-purpureum,Odontoglossum auropurpureum
Ornithocephalus dolabratus,Ornithocephalus dolobratus
Pescatoria backhousiana,Pescatoria backhouseana
Pescatoria klabochorum,Pescatoria klabochiorum
Pleurothallis elegantula,Pleurothallis elegans
Porroglossum eduardi,Porroglossum eduardii
Schlimia alpina,Schlimmia alpina
Schlimia condorana,Schlimmia condorana
Schlimia garayana,Schlimmia garayana
Telipogon tesselatus,Telipogon tessellatus
Trichomanes repens,Trichomanes reptans
Coussapoa longipedunculata,Coussapoa longepedunculata
Ficus cuatrecasasiana,Ficus cuatrecasana
Achyranthes bidentata,Achyranthe sbidentata
Monanthotaxis klainii,Monanthotaxis klainei
Monanthotaxis vogelii,Monanthotaxis vogelli
Popowia klainii,Popowia klainei
Uvaria dinklagei,Uvaria dinldagei
Ancylobothrys amoena,Ancylobotrys amoena
Ancylobothrys scandens,Ancylobotrys scandcns
Dictyophleba stipulosa,Dicryophleba stipulosa
Cercestis congoensis,Cercestis congensis
Telosma africana,Telosma africanum
Dinklageodoxa scandens,Dinidageodoxa scandens
Ritchiea afzelii,Ritchiea afrelii
Ritchiea reflexa,Ritchiea reflexes
Loeseneriella ectypopetala,Loeseneriella ectypetala
Prionostemma unguiculatum,Prionostemma unguiculata
Salacia fimbrisepala,Salacia fimbrisepaia
Combretum dolichopetalum,Combretum dalichopetaium
Combretum longipilosum,Combretum longipilostun
Combretum mucronatum,Combrerum mucronatum
Combretum racemosum,Combretum racemosurn
Jaundea baumannii,Faundea baumannii
Calycobolus insignis,Calycobolus insignia
Neuropeltis acuminata,Neuropettis acuminata
Stictocardia beraviensis,Sticrocardia beraviensis
Dioscorea burkilliana,Dioscorea burkilkana
Dioscorea sagittifolia,Dioscorea sagintifolia
Alchornea cordifolia,Alchornea cordifnlia
Manniophyton fulvum,Manniophyton fulcrum
Pyrenacantha acuminata,Pyrencatha acuminata
Pyrenacantha cordicula,Pyrencatha cordicula
Pyrenacantha glabrescens,Pyrencatha glabrescens
Pyrenacantha klaineana,Pyrencatha klaineana
Pyrenacantha vogeliana,Pyrencatha vogeliana
Entada rheedii,Entada rheedei
Pseudoprosopis sericea,Pseudoprosopis sericeus
Dalbergia adami,Dalbergia adamii
Asparagus flagellaris,Asparagus flagellant
Hugonia afzelii,Hugonia afielii
Hugonia platysepala,Hugonia plarysepala
Hugonia rufopilis,Hugonia rufipilis
Heteropterys leona,Heteropteris leona
Stigmaphyllon bannisterioides,Stigmaphyllon banisterioides
Hypselodelphys triangularis,Hypselodelphys triangulare
Tiliacora dielsiana,Tiliacara dielsiana
Jasminum dichotomum,Jasminum dichoromum
Keetia tenuiflora,Keetia tenuifllora
Psychotria ealaensis,Psychotria ealensis
Psychotria elongatosepala,Psychotria elongato-sepala
Tarenna fuscoflava,Tarenna fusco-flava
Grewia hookeriana,Grewia hookerana
Cissus silvestris,Cissus sylvestris
Ancylobothrys scandens,Ancyclobotrys scandens
Agelaea paradoxa,Agelaia paradoxa
Millettia barteri,Millettia barterii
Millettia elongatistyla,Millettia elongistyla
Millettia elskensii,Millettia elkensii
Rhaphiostylis beninensis,Rhaphiostylis benensis
Salacia zenkeri,Salacia zenkerii
Loeseneriella africana,Loesneriella africana
Loeseneriella africana,Loesneriella africana
Calycobolus africanus,Calycobolus africana
Landolphia togolana,Landolphia togoloana
Salacia staudtiana,Salacia staudtii
Oncinotis pontyi,Ocinotis pontyi
Loeseneriella africana,Loesneriella africana
Iodes klaineana,Ioedes klaineana
Mansoa verrucifera,Mansoa verrudifera
Tetrapterys schiedeana,Tetrapteris schiedeana
Iresine interrupta,Iresine iterrupta
Paullinia cururu,Paullinia curura
Iresine interrupta,Iresine iterrupta
Heteropterys laurifolia,Heteropteris laurifolia
Paullinia cururu,Paullinia curura
Celtis iguanaea,Celtis iguanea
Euphorbia cotinifolia,Euphorbia cotiniifolia
Bauhinia guianensis,Bauhinia guianenses
Paullinia paullinioides,Paullinia paullinioide
Paullinia paullinioides,Paullinia paullinioidea
Aegiphila cephalophora,Aegiphilia cephalophora
Doliocarpus olivaceus,Doliocarpus olivaceous
Rourea suerrensis,Rourea suerensis
Bauhinia guianensis,Bauhinia guianenses
Jubelina wilburii,Jubelina willburii
Polybotrya canaliculata,Polybotrya caniculata
Hylenaea praecelsa,Hylenaea pracelsa
Heteropterys laurifolia,Heteropteris laurifolia
Gouania adenophera,Gouania adenophora
Gouania lupuloides,Gouania lapuloides
Doliocarpus dentatus,Doliocarpus dantatus
Heteropterys laurifolia,Heteropteris laurifolia
Tetrapterys discolor,Tetrapteris discolor
Gouania adenophera,Gouania adenophora
Leretia cordata,Lehretia cordata
Byttneria glabresens,Byttneria glabrescens
Celtis iguanaea,Celtis iguanea
Ficus hebetifolia,Ficus hebatefolia
Tetracera asperula,Tetracera aspenula
Polybotrya polybotryoides,Polybotrya polybotrioides
Paullinia cururu,Paullinia curura
Forsteronia graciloides,Fosteronia graciloides
Curarea toxicofera,Curarea toxifera
Paullinia serjaniifolia,Paullinia serjania
Tontelea tenuicula,Tontelea tenuicola
Thinouia paraguayensis,Thinouia paraguariensis
Wachendorfia paniculata,Pfia paniculata
Mansoa difficilis,Mansoa difficilia
Thinouia scandens,Thinonia scandens
Celtis iguanaea,Celtis iguanea
Turbina abutiloides,Turbinia abutiloides
Paullinia trigonia,Paullinia trigona
Munnozia jussieui,Munnozia jussieu
Leretia cordata,Lehretia cordata
Diplopterys cabrerana,Diplopterys caberana
Mansoa verrucifera,Mansoa verracifera
Byttneria pescapriifolia,Byttneria pescapraeifolia
Metalepis cubensis,Metalepis cubence
Mesechites trifidus,Mesechites trifida
Ficus paraensis,Ficus parensis
Clusia sphaerocarpa,Clusia spharrocarpa
Abuta pahni,Abuti pahni
Jungia ferruginea,Jungia ferraginea
Ficus trigonata,Ficus triponata
Metalepis cubensis,Metalepis cubense
Celtis iguanaea,Celtis iguanea
Abuta pahni,Abuta pahnii
Strychnos ecuadoriensis,Strychnos ecuadorensis
Topobea asplundii,Topobaea asplundii
Celtis iguanaea,Celtis iguanea
Celtis iguanaea,Celtis iguanea
Serjania sphenocarpa,Serjania sphaerocarpa
Leretia cordata,Lehretia cordata
Abuta pahni,Abuta pahnii
Turbina abutiloides,Turbina abutiluida
Maclura tinctoria,Maclura tinctora
Celtis iguanaea,Celtis iguanea
Leretia cordata,Lehretia cordata
Strychnos froesii,Strychnos frosii
Hylenaea praecelsa,Hylenaea pracelsa
Diplopterys cabrerana,Diplopterys caberana
Acacia burkei,Acacia duckei
Seguieria parvifolia,Seguiera parvifolia
Cissus tweedieana,Cissus tweediana
Ficus cuatrecasasiana,Ficus cuatrecasana
Celtis iguanaea,Celtis iguanea
Socratea exorrhiza,Socratea exorhiza
Celtis iguanaea,Celtis iguanea
Celtis iguanaea,Celtis iguanea
Ischnosiphon killipii,Ischnosiphion killipii
Pentacalia sailapatensis,Pentacalia sailapatensii
Piper cavendishioides,Piper cavendishoides
Leretia cordata,Lehretia cordata
Mikania banisteriae,Mikania banisterae
Tontelea congestiflora,Tontalea congestiflora
Curarea toxicofera,Curarea toxifera
Paullinia sphaerocarpa,Paullinia sphaerocarpha
Philodendron ernestii,Philodendron ernstii
Tetrapterys crispa,Tetrapteris crispa
Ischnosiphon killipii,Ischnosiphon killippii
Byttneria pescapriifolia,Byttneria pescapraeifolia
Celtis iguanaea,Celtis iguanea
Acacia burkei,Acacia duckei
Strychnos croatii,Strychnos croatis
Elaeagnus conferta,Eleagnus conforta
Elaeagnus glabra,Eleagnus glabra
Anodendron nervosum,Anodendron ine
Celastrus paniculatus,Celastrus paniculata
Hiptage benghalensis,Hiptage bengalensis
Erycibe subspicata,Erycibe subspicuta
Elaeagnus latifolia,Eleagnus latifolia
Maclura amboinensis,Maclura antoinensis
Gouania javanica,Gouania jovanica
Parsonsia largiflorens,Parsonsia largiflora
Parsonsia largiflorens,Parsonsia largiflora
Freycinetia novocaledonica,Freycinetia neocaledonica
Alphitonia neocaledonica,Alphitonia neocaledonia
Mussaenda sericea,Mussaenda sabicea
Stelechocarpus cauliflorus,Stelechocarpus cauliflorous
Acanthephippium chrysoglossum,Acanthophippium chrysoglossum
Acanthephippium parviflorum,Acanthophippium parviflorum
Thelymitra apiculata,Thelymitra alpicola
Serapias albertii,Serapias alberti
Ophrys sorrentini,Ophrys sorrentinoi
Brownleea caerulea,Brownleea coerulea
Anacamptis duquesnei,Anacamptis duquesneyi
Habenaria microsaccos,Habenaria microsaccus
Habenaria ernestii,Habenaria ernstii
Calanthe alleizettii,Calanthe alleizettei
Acanthephippium gougahensis,Acanthophippium gougahensis
Dactylorhiza cordigera,Dactylorhiza conigera
Acanthephippium mantinianum,Acanthophippium mantinianum
Crepidium oculatum,Crepidium maculatum
Eurystyles ananassocomus,Eurystyles ananassocomos
Geodorum esquirolei,Geodorum esquirolii
Corybas muscicolus,Corybas muscicola
Platanthera latilabris,Platanthera ovatilabris
Gymnadenia bicornis,Gymnadenia bicolor
Eulophia venosa,Eulophia vinosa
Galeandra junceoides,Galeandra junceaoides
Acanthephippium splendidum,Acanthophippium splendidum
Acanthephippium pictum,Acanthophippium pictum
Acanthephippium javanicum,Acanthophippium javanicum
Holothrix macowaniana,Holothrix mac-owaniana
Acanthephippium bicolor,Acanthophippium bicolor
Acanthephippium sylhetense,Acanthophippium sylhetense
Acanthephippium curtisii,Acanthophippium curtisii
Acanthephippium striatum,Acanthophippium striatum
Acanthephippium lilacinum,Acanthophippium lilacinum
Dactylorhiza carnea,Dactylorhiza cyrnea
Acanthephippium eburneum,Acanthophippium eburneum
Brachycorythis macowaniana,Brachycorythis mac-owaniana
Bartholina ethelae,Bartholina etheliae
Palmorchis deceptorius,Palmorchis deceptoria
Antrophyum bivittatum,Antrophyum trivittatum
Brownleea caerulea,Brownleea coerulea
Bulbophyllum pleurothallopsis,Bulbophyllum pleurothalopsis
Bulbophyllum rubrolabium,Bulbophyllum rubrilabium
Bulbophyllum sciaphile,Bulbophyllum sciaphilum
Impatiens briartii,Impatiens druartii
Jumellea densifoliata,Jumellea densefoliata
Liparis cespitosa,Liparis caespitosa
Microcoelia dolichorhiza,Microcoelia dolichorrhiza
Peperomia bangrooana,Peperomia bangroana
Peperomia cordata,Peperomia costata
Physoceras rotundifolium,Physoceras rotundifoolium
Polystachya humbertii,Polystachya humberti
Polystachya pergibbosa,Polystachya perigibbosa
Dendrophthora lueri,Dendrophthora luerii
Bakerella amhongoensis,Bakerella ambongoensis
Viscum articulatum,Viscum apiculatum
Dendrophthora mesembrianthemifolia,Dendrophthora mesembryanthemifolia
Buchnera longispicata,Buchnera longespicata
Harveya huttoni,Harveya huttonii
Phragmanthera dombeyae,Phragmanthera dombeya
Thesium capitatum,Thesium carinatum
Thesium capitatum,Thesium carinatum
Thesium hispidum,Thesium hispidulum
Thesium hispidum,Thesium hispidulum
Thesium patersonae,Thesium patersoniae
Ficus citrifolia,Ficus citriifolia
Ficus nymphaeifolia,Ficus nymphiifolia
Begonia rubromarginata,Begonia rubro-marginata
Microsorum punctatum,Microsorium punctatum
Microsorum punctatum,Microsorium punctatum
Rhaphidophora africana,Raphidophora africana
Vittaria guineensis,Vittaria guineense
Rhaphidophora africana,Raphidophora africana
Nephrolepis undulata,Nephrolepis undulate
Rhaphidophora africana,Raphidophora africana
Nephrolepis undulata,Nephrolepis undulate
Microsorum punctatum,Microsorium punctatum
Nephrolepis undulata,Nephrolepis undulate
Begonia rubromarginata,Begonia rubro-marginata
Begonia rubromarginata,Begonia rubro-marginata
Begonia rubromarginata,Begonia rubro-marginata
Begonia rubromarginata,Begonia rubro-marginata
Nephrolepis undulata,Nephrolepis undulate
Begonia rubromarginata,Begonia rubro-marginata
Begonia rubromarginata,Begonia rubro-marginata
Rhaphidophora africana,Raphidophora africana
Rhaphidophora africana,Raphidophora africana
Bulbophyllum pachyrachis,Bulbophyllum plathyrachis
Bulbophyllum pachyrachis,Bulbophyllum plathyrachis
Begonia rubromarginata,Begonia rubro-marginata
Begonia rubromarginata,Begonia rubro-marginata
Pitcairnia sastrei,Pitcairnia saslrei
Burmannia capitata,Burmannia capilata
Philodendron solimoesense,Philodendron solimoesence
Tillandsia flexuosa,Tillandsia llexuosa
Coussapoa latifolia,Coussapoa latdolia
Elleanthus brasiliensis,Elleanihus brasiliensis
Epidendrum nocturnum,Epidendrum noclurnum
Notylia sagittifera,Notylia sagittiftra
Notylia yauaperyensis,Notylia yauaperiensis
Stelis argentata,Stelis argenlata
Cheiradenia cuspidata,Cheiradenia cuspidala
Voyriella parviflora,Voyriella parvijlora
Pavonia castaneifolia,Pavonia castanaefolia
Noisettia orchidiflora,Noisettia orchidijlora
Anaphyllopsis americana,Anaphyllopsis americanum
Ischnosiphon martianus,Ischnosiphon marlianus
Monotagma spicatum,Monolagma spicatum
Habenaria rodriguesii,Habenaria rodriquezii
Paspalum maritimum,Paspalum marilimum
Paspalum multinervium,Paspalum mullinervium
Pharus latifolius,Pharus lattfolius
Selysia prunifera,Selysia prunijera
Tontelea laxiflora,Tontelea laxijlora
Paullinia anodonta,Paullinia anodonia
Salacia multiflora,Salacia multijlora
Eschweilera congestiflora,Eschweilera congest
Gustavia hexapetala,Gustavia hexapelala
Ficus leiophylla,Ficus leiophyllq
Pouteria gongrijpii,Pouteria gonggrijpii
Sclerolobium albiflorum,Sclerolobium albillorum
Caryocar glabrum,Calyocar glabrum
Licaria canella,Licaria cannella
Couratari multiflora,Couratari multijlora
Lecythis confertiflora,Lecythis confertijlora
Inga bourgonii,Inga bourgoni
Helicostylis tomentosa,Helicostylis iomentosa
Ecclinusa guianensis,Ecclinusa guyanensis
Pouteria ambelaniifolia,Pouteria ambelaniffolia
Pouteria eugeniifolia,Pouteria eugenilfolia
Erisma floribundum,Erisma jloribundum
Voyria tenuiflora,Voyria tenuillora
Campylosiphon purpurascens,Campylossphon purpurascens
Cremastosperma brevipes,Crematosperma brevipes
Fusaea longifolia,Fusaea longfolia
Geissospermum laeve,Geissospermum laevis
Aristolochia iquitensis,Aristolochia iguitensis
Protium plagiocarpium,Protium plagiocarpum
Protium robustum,Protium robusturn
Trattinnickia rhoifolia,Trattinnickia rhoifoha
Pourouma cecropiifolia,Pourouma cecropiaefolia
Vismia ramuliflora,Vismia ramullflora
Hieronyma alchorneoides,Hyeronima alchorneoides
Abarema mataybifolia,Abarema mataybffolia
Zygia tetragona,Zygia tetragon
Psychotria deflexa,Psychotria dejlexa
Ternstroemia dentata,Ternslroemia dentata
Solanum velutinum,Solanum velulinum
Heteropsis flexuosa,Heteropsis jlexuosa
Odontophorus nanus,Odontophorus nanum
Corryocactus pulquinensis,Corryocactus puquiensis
Espostoa lanata,Espostoa nana
Opuntia inaequilateralis,Opuntia inaequilaterlis
Pilosocereus tuberculatus,Pilosocereus tuberculosus
Myrothamnus flabellifolia,Myrothamnus flabellifolius
Myrothamnus moschatus,Myrothamnus moschata
Stylidium tenellum,Stylidium tenerum
Stylidium tenellum,Stylidium tenue
Marasmodes oligocephalus,Marasmodes oligocephala
