new.sp,old.name
Tynanthus micranthus,Tynnanthus micranthus
Tynanthus pubescens,Tynnanthus pubescens
Ventilago maderaspatana,Ventilago madraspatana
Euroschinus falcatus,Euroschinus falcata
Rhipogonum brevifolium,Ripogonum brevifolium
Rhipogonum album,Ripogonum album
Terminalia oblonga,Terminalia oblongata
Amyema conspicua,Amyema conspicuum
Amyema linophylla,Amyema linophyllum
Amyema miraculosa,Amyema miraculosum
Amyema pendula,Amyema pendulum
