bad,good
Vigna_bourneae,Vigna_bournaea
Vitex_phillyreaefolia,Vitex_phillyreifolia
Wahlenbergia_bowkerae,Wahlenbergia_bowkeriae
Wahlenbergia_litticola,Wahlenbergia_littoricola
Wahlenbergia_lobeliodes,Wahlenbergia_lobelioides
Watsonia_vanderspuyiae,Watsonia_vanderspuyae
Wilkiea_huegeliana,Wilkiea_hugeliana
Winklera_patrinoides,Winklera_patrinioides
Ziziphus_spina-christ,Ziziphus_spina-christi
Zygophyllum_schreiberanum,Zygophyllum_schreiberianum
Urticularia_australis,Utricularia_australis
Urticularia_benthamii,Utricularia_benthamii
Urticularia_fulva,Utricularia_fulva
Urticularia_inaequalis,Utricularia_inaequalis
Urticularia_menziesii,Utricularia_menziesii
Urticularia_odorata,Utricularia_odorata
Urticularia_multifida,Utricularia_multifida
Urticularia_paulineae,Utricularia_paulineae
Urticularia_simplex,Utricularia_simplex
Urticularia_tenella,Utricularia_tenella
Urticularia_violacea,Utricularia_violacea
Urticularia_volubilis,Utricularia_volubilis
Vaccinum_arctostaphylos,Vaccinium_arctostaphylos
Aristidia_funiculata,Aristida_funiculata
Arthrostema_ciliatum,Arthrostemma_ciliatum
Aucomea_klaineana,Aucoumea_klaineana
Brachiara_ovalis,Brachiaria_ovalis
Briedelia_exaltata,Bridelia_exaltata
Briedelia_retusa,Bridelia_retusa
Briedelia_stipularis,Bridelia_stipularis
Bucchanania_arborescens,Buchanania_arborescens
Bucchanania_obovata,Buchanania_obovata
Calotripis_procera,Calotropis_procera
Cauratia_gracilis,Cayratia_gracilis
Chaetacme_aristata,Chaetachme_aristata
Choretum_candollei,Choretrum_candollei
Chorisochaora_minor,Chorisochora_minor
Chorisochaora_striata,Chorisochora_striata
Chrysopogo_aucheri,Chrysopogon_aucheri
Ciclospermum_leptophyllum,Cyclospermum_leptophyllum
Convovulus_rhyniospermus,Convolvulus_rhyniospermus
Corallorrhiza_trifida,Corallorhiza_trifida
Coryhas_cryptanthus,Corybas_cryptanthus
Crataeva_adansonii,Crateva_adansonii
Cronnia_kingiana,Croninia_kingiana
Crotolaria_novae-hollandiae,Crotalaria_novae-hollandiae
Echidopsis_inconspicua,Echidnopsis_inconspicua
Echidopsis_insularis,Echidnopsis_insularis
Echidopsis_socotrana,Echidnopsis_socotrana
Exocarpus_latifolius,Exocarpos_latifolius
Exocarpus_nanus,Exocarpos_nanus
Exocarpus_strictus,Exocarpos_strictus
Galvesia_fruticosa,Galvezia_fruticosa
Hirea_grandifolia,Hiraea_grandifolia
Hypozis_angustifolia,Hypoxis_angustifolia
Leptorynchos_scaber,Leptorhynchos_scaber
Loxogramma_abyssinica,Loxogramme_abyssinica
Mastixidendron_flavidum,Mastixiodendron_flavidum
Monordica_charantia,Momordica_charantia
Obersonia_heliophila,Oberonia_heliophila
Omalanthus_populifolius,Homalanthus_populifolius
Omalanthus_stillingifolius,Homalanthus_stillingifolius
Paspalam_scrobiculatum,Paspalum_scrobiculatum
Passiflora_aroujoi,Passiflora_araujoi
Passiflora_sidifolia,Passiflora_sidiifolia
Pfia_paniculata,Wachendorfia_paniculata
Phoenis_dactylifera,Phoenix_dactylifera
Protoschwenckia_mandonii,Protoschwenkia_mandonii
Ryticaryum_longifolium,Rhyticaryum_longifolium
Schwenkia_grandiflora,Schwenckia_grandiflora
Sclerobliltum_atriplicinum,Scleroblitum_atriplicinum
Serjana_hebecarpa,Serjania_hebecarpa
Stadmannia_excelsa,Stadmania_excelsa
Stadmannia_glauca,Stadmania_glauca
Stadmannia_leandrii,Stadmania_leandrii
Stadmannia_serrulata,Stadmania_serrulata
Styzophyllum_riparium,Stizophyllum_riparium
Tabemaemontana_amygdalifolia,Tabernaemontana_amygdalifolia
Tabemaemontana_eglandulosa,Tabernaemontana_eglandulosa
Tabemaemontana_eusepaloides,Tabernaemontana_eusepaloides
Tabemaemontana_pachysiphon,Tabernaemontana_pachysiphon
Tabemaemontana_siphilitica,Tabernaemontana_siphilitica
Tetrapteris_seemannii,Tetrapterys_seemannii
Thelymitra_megcalyptra,Thelymitra_megacalyptra
Thelymitra_merranae,Thelymitra_merraniae
Tynnanthus_cognatus,Tynanthus_cognatus
Tynnanthus_fasciculatus,Tynanthus_fasciculatus
Tynnanthus_micranthus,Tynanthus_micranthus
Tynnanthus_pubescens,Tynanthus_pubescens
Vaccinum_arctostaphylos,Vaccinium_arctostaphylos
Zizyphus_nummularia,Ziziphus_nummularia
Zizyphus_spina-christi,Ziziphus_spina-christi
Tricliceras_longepedunculatum,Tricliceras_longipedunculatum
Tylecodon_cacalioides,Tylecodon_cacaloides
Tynanthus_goudotianus,Tynanthus_gondotianus
Urtica_membranace,Urtica_membranacea
Sorocephalus_clavigerus,Sorocephalus_claviger
Stereospermum_boivinii,Stereospermum_boivini
Syzygium_decipens,Syzygium_decipiens
Telitoxicum_negroensis,Telitoxicum_negroense
Tetragonia_schenckii,Tetragonia_schenkii
Tetragonia_tetragonoides,Tetragonia_tetragonioides
Tetraria_burmannii,Tetraria_burmanni
Polhillia_connata,Polhillia_connatum
Polhillia_involucrata,Polhillia_involucratum
Polyscias_nossibensis,Polyscias_nossibiensis
Protium_macgregorii,Protium_macgregori
Pterolepis_parnassiifolia,Pterolepis_parnassifolia
Quercus_margarettiae,Quercus_margarettae
Rauvolfia_weddelliana,Rauvolfia_weddeliana
Romulea_luteoflora,Romulea_luteiflora
Rubus_transvaaliensis,Rubus_transvaliensis
Silene_tridentat,Silene_tridentata
Solanum_stramonifolium,Solanum_stramoniifolium
Sorocephalus_clavigerus,Sorocephalus_claviger
Leucospermum_oleifolium,Leucospermum_oleaefolium
Limeum_argute-carinatum,Limeum_argutecarinatum
Lobostemon_regulareflorus,Lobostemon_regulariflorus
Lysipomia_crassomarginata,Lysipomia_crassimarginata
Memecylon_amoenum,Memecylon_anoenum
Neuradopsis_austro-africana,Neuradopsis_austroafricana
Nevillea_obtusissima,Nevillea_obtusissimus
Nothoperanema_squamiseta,Nothoperanema_squamisetum
Opophytum_forsskali,Opophytum_forsskalii
Parsonsia_largiflora,Parsonsia_largiflorens
Pelargonium_cortusifolium,Pelargonium_cortusaefolium
Erica_erina,Erica_erinus
Erica_savileae,Erica_savilea
Erica_walkeri,Erica_walkeria
Euphorbia_burmannii,Euphorbia_burmanni
Faucherea_longepedicellata,Faucherea_longipedicellata
Fontanesia_philliraeoides,Fontanesia_phillyreoides
Fridericia_arthrerion,Fridericia_artherion
Gagnebina_micocephala,Gagnebina_microcephala
Gastrolobium_confertum,Gastrolobium_congestum
Gentiana_pubiflora,Gentiana_tubiflora
Gentiana_pudica,Gentiana_nudicaulis
Gentianella_nummulariifolia,Gentianella_nummularifolia
Gigasiphon_humblotianus,Gigasiphon_humblotianum
Gisekia_pharnacioides,Gisekia_pharnaceoides
Gouania_frangulaefolia,Gouania_frangulifolia
Gymnosporia_polyacantha,Gymnosporia_polyacanthus
Gymnostoma_papuana,Gymnostoma_papuanum
Helichrysum_aureonitens,Helichrysum_auronitens
Helichrysum_calocladum,Helichrysum_xylocladum
Hermannia_salviifolia,Hermannia_malvifolia
Huernia_thuretii,Huernia_thureti
Hypodiscus_albo-aristatus,Hypodiscus_alboaristatus
Hypoestes_forskaolii,Hypoestes_forsskaolii
Hypolepis_villosa-viscida,Hypolepis_villoso-viscida
Indigofera_charlieriana,Indigofera_charlierana
Indigofera_lyalli,Indigofera_lyallii
Quercus_margarettiae,Quercus_margarettae
Nardus_strictus,Nardus_stricta
Olsynium_acaulis,Olsynium_acaule
Ficus_cuatrecasana,Ficus_cuatrecasasiana
Aspidostemon_triantherus,Aspidostemon_trianthera
Dypsis_sahonofensis,Dypsis_sahanofensis
Polyscias_andrearum,Polyscias_andraerum
Psychotria_sylvieana,Psychotria_sylvivaga
Psychotria_tsiandroi,Psychotria_tsiandrensis
Diospyros_loureiriana,Diospyros_loureiroana
Asparagus_fourei,Asparagus_fouriei
Salsola_gemmipara,Salsola_gemmifera
Diospyros_loureiriana,Diospyros_loureiroana
Erica_newdigateae,Erica_newdigatei
Acalypha_depressinerva,Acalypha_depressinervia
Askidiosperma_albo-aristatum,Askidiosperma_alboaristatum
Phylica_oleifolia,Phylica_oleaefolia
Cliffortia_theodori-friesii,Cliffortia_theodorifriesii
Bulbine_mesembryanthoides,Bulbine_mesembryanthemoides
Ficinia_petrophila,Ficinia_petrophylla
Acalypha_depressinerva,Acalypha_depressinervia
Disa_harveiana,Disa_harveyana
Alchemilla_hirsuto-petiolata,Alchemilla_hirsutopetiolata
Cephalanthus_tetrandrus,Cephalanthus_tetrandra
Ficus_cucurbinita,Ficus_cucurbitina
Ficus_binnendykii,Ficus_binnendijkii
Ficus_cuatrecasana,Ficus_cuatrecasasiana
Calibrachoa_pygmaea,Calibrachoa_pygmea
Dischidia_longepedunculata,Dischidia_longipedunculata
Acisanthera_hedyotidea,Acisanthera_hedyotoidea
Chaetostoma_cupressimum,Chaetostoma_cupressinum
Blakea_cuatrecasasii,Blakea_cuatrecasii
Topobea_dodsoniorum,Topobea_dodsonorum
Topobea_subscabrula,Topobea_subscaberula
Miconia_doniana,Miconia_doriana
Miconia_theaezans,Miconia_theizans
Clidemia_clandestine,Clidemia_clandestina
Clidemia_fraternal,Clidemia_fraterna
Clidemia_oblong,Clidemia_oblonga
Kalanchoe_fernandesii,Kalanchoe_fernandesi
Rosularia_sempervivum,Rosularia_sempervivoides
Sedum_caespitosum,Sedum_cespitosum
Amyema_conspicuum,Amyema_conspicua
Amyema_linophyllum,Amyema_linophylla
Amyema_miraculosum,Amyema_miraculosa
Celtis_orthacanthos,Celtis_orthocanthos
Adenocalymma_axillare,Adenocalymma_axillarum
Adenocalymma_molle,Adenocalymma_mollis
Amphilophium_laeve,Amphilophium_laevis
Bignonia_ramentacea,Bignonia_ramantacea
Chondrodendron_platiphyllum,Chondrodendron_platyphyllum
Scaevola_glabrata,Scaevola_glabra
Dipodium_stenochilum,Dipodium_stenocheilum
Prasophyllum_exilis,Prasophyllum_exile
Triglochin_hexagonum,Triglochin_hexagona
Acacia nana,Acacia cana
Acer ruba,Acer rubrum
Acidosasa chinouensis,Acidosasa chienouensis
Allium linear,Allium lineare
Alpinia coerulea,Alpinia caerulea
Brachychiton paradoxum,Brachychiton paradoxus
Bulbophyllum alatum,Bulbophyllum elatum
Bulbophyllum elliotii,Bulbophyllum elliottii
Carex aematorhyncha,Carex aematorrhyncha
Carex alberti,Carex albertii
Carex meyeni,Carex meyenii
Cissus lanea,Cissus laneus
Cissus verticellata,Cissus verticillata
Cotoneaster ovata,Cotoneaster ovatus
Croton sarcocarpus,Croton sarocarpus
Cryptocarya oblonga,Cryptocarya oblongata
Cynanchum gerardii,Cynanchum gerrardii
Dendrobium sublobatum,Dendrobium subelobatum
Dioscorea cayenensis,Dioscorea cavenensis
Eremophila retrophila,Eremophila petrophila
Eucalyptus johnstoni,Eucalyptus johnstonii
Eucalyptus lehmanni,Eucalyptus lehmannii
Euonymus hui,Euonymus wui
Euphorbia boissierii,Euphorbia boissieri
Gastrolobium ovatum,Gastrolobium obovatum
Gynostemma laxa,Gynostemma laxum
Habenaria platanthera,Habenaria platyanthera
Justicia chaparensis,Justicia chapadensis
Opuntia striata,Opuntia stricta
Phaseolus augusti,Phaseolus augustii
Quercus margarettiae,Quercus margarettae
Ruschianthus flaccida,Ruschianthus falcatus
Senecio candollei,Senecio candollii
Solanum dulcamar,Solanum dulcamara
Stelis patella,Stelis septella
Stevia melissiaefolia,Stevia melissaefolia
Tovomita weddelliana,Tovomita weddeliana
Vriesea morreni,Vriesea morrenii
Arctous alpinus,Arctous alpina
